Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryBand,TenureBand,AgeBand
23,No,Travel_Rarely,886,Research & Development,7,5,Technical Degree,1,271,4,Female,64,3,5,Healthcare Representative,2,Single,11315,16043,1,Y,Yes,14,4,3,80,3,0,1,3,0,0,0,0,₹7K–₹12K,<2 years,18–25
35,No,Travel_Rarely,1047,Research & Development,20,2,Technical Degree,1,272,1,Male,63,3,1,Research Scientist,2,Married,5852,11366,4,Y,No,14,3,4,80,2,13,1,1,8,6,3,6,₹4K–₹7K,6–10 years,26–35
38,No,Travel_Rarely,847,Research & Development,29,5,Life Sciences,1,273,3,Male,34,3,4,Manager,4,Single,8612,13827,1,Y,Yes,18,3,4,80,2,16,4,3,10,6,0,5,₹7K–₹12K,6–10 years,36–45
23,No,Travel_Rarely,749,Sales,1,4,Medical,1,274,1,Male,71,1,4,Manager,4,Divorced,10407,5307,2,Y,Yes,13,3,3,80,2,4,4,3,3,3,3,3,₹7K–₹12K,2–3 years,18–25
26,No,Travel_Rarely,815,Research & Development,16,1,Medical,1,275,3,Female,99,1,3,Research Scientist,3,Married,7841,22427,2,Y,Yes,24,3,3,80,0,7,0,4,7,1,5,0,₹7K–₹12K,6–10 years,26–35
23,No,Travel_Rarely,1407,Research & Development,8,1,Marketing,1,276,2,Female,37,2,5,Manufacturing Director,4,Married,11139,6050,1,Y,No,24,4,2,80,0,5,4,3,5,5,2,3,₹7K–₹12K,4–5 years,18–25
49,No,Travel_Rarely,1362,Sales,14,1,Technical Degree,1,277,2,Female,81,3,3,Sales Representative,1,Divorced,7399,8704,1,Y,Yes,18,3,2,80,0,21,5,4,17,11,3,10,₹7K–₹12K,10+ years,46–60
42,Yes,Travel_Rarely,1088,Research & Development,6,2,Medical,1,278,1,Female,56,1,3,Manufacturing Director,4,Married,9312,17179,3,Y,No,22,3,4,80,2,12,4,3,0,0,0,0,₹7K–₹12K,<2 years,36–45
33,No,Non-Travel,666,Research & Development,6,2,Life Sciences,1,279,1,Male,64,4,1,Manager,4,Married,3647,10258,1,Y,No,15,3,3,80,2,9,2,3,5,0,0,0,<₹4K,4–5 years,26–35
45,No,Travel_Rarely,1001,Research & Development,23,1,Marketing,1,280,4,Female,40,3,4,Research Scientist,3,Married,10276,23966,1,Y,No,24,3,4,80,1,13,1,1,12,2,5,2,₹7K–₹12K,10+ years,36–45
45,No,Travel_Rarely,525,Research & Development,12,2,Medical,1,281,1,Male,91,4,3,Research Director,3,Single,8332,20828,0,Y,No,24,3,3,80,2,14,3,2,2,1,2,0,₹7K–₹12K,2–3 years,36–45
46,No,Travel_Rarely,1144,Sales,3,1,Human Resources,1,282,4,Female,81,1,3,Manager,4,Married,9232,19889,3,Y,No,24,3,4,80,1,15,1,3,15,5,6,1,₹7K–₹12K,10+ years,46–60
53,Yes,Travel_Frequently,686,Sales,3,3,Medical,1,283,3,Male,35,4,3,Sales Executive,3,Married,9814,2711,4,Y,No,25,3,2,80,3,21,4,1,14,5,4,2,₹7K–₹12K,10+ years,46–60
38,No,Travel_Rarely,645,Human Resources,9,2,Medical,1,284,3,Male,87,1,1,Human Resources,3,Divorced,5270,26975,1,Y,No,18,3,3,80,1,17,1,2,17,12,7,7,₹4K–₹7K,10+ years,36–45
28,No,Travel_Frequently,776,Research & Development,13,5,Life Sciences,1,285,1,Male,59,2,4,Research Scientist,1,Married,8530,17541,1,Y,Yes,11,4,2,80,3,6,2,2,6,2,0,2,₹7K–₹12K,6–10 years,26–35
49,No,Travel_Rarely,956,Research & Development,10,1,Life Sciences,1,286,3,Female,67,3,3,Manufacturing Director,4,Divorced,8709,18723,3,Y,Yes,24,3,3,80,3,21,6,4,17,12,2,9,₹7K–₹12K,10+ years,46–60
28,No,Travel_Rarely,959,Research & Development,9,4,Medical,1,287,4,Female,66,4,2,Healthcare Representative,4,Married,5220,12236,1,Y,No,12,3,4,80,3,1,1,1,1,0,0,0,₹4K–₹7K,<2 years,26–35
54,No,Travel_Rarely,361,Research & Development,12,4,Medical,1,288,4,Male,80,2,5,Manufacturing Director,2,Single,13417,26148,2,Y,Yes,22,3,1,80,2,28,6,2,23,9,3,5,₹12K+,10+ years,46–60
36,No,Non-Travel,728,Research & Development,13,2,Life Sciences,1,289,4,Male,30,4,3,Healthcare Representative,1,Married,7535,22646,4,Y,No,24,3,2,80,3,11,2,1,11,7,0,3,₹7K–₹12K,10+ years,36–45
34,No,Travel_Frequently,409,Research & Development,7,4,Life Sciences,1,290,3,Female,52,4,4,Manufacturing Director,1,Married,8210,22981,2,Y,No,25,3,1,80,3,11,5,3,2,1,0,0,₹7K–₹12K,2–3 years,26–35
54,No,Travel_Rarely,1303,Research & Development,11,2,Marketing,1,291,2,Male,89,4,5,Manager,1,Single,14823,11905,3,Y,No,16,3,4,80,1,18,5,4,7,5,2,3,₹12K+,6–10 years,46–60
34,No,Travel_Frequently,778,Human Resources,3,4,Medical,1,292,1,Female,43,1,2,Human Resources,4,Divorced,6978,5630,1,Y,Yes,22,3,1,80,0,12,4,1,8,4,0,1,₹4K–₹7K,6–10 years,26–35
40,Yes,Travel_Rarely,832,Sales,9,1,Marketing,1,293,3,Male,32,2,3,Sales Representative,2,Single,7798,26953,2,Y,No,16,3,2,80,0,16,1,2,6,1,0,0,₹7K–₹12K,6–10 years,36–45
45,No,Travel_Rarely,1368,Research & Development,13,5,Medical,1,294,3,Female,91,3,2,Laboratory Technician,1,Married,6786,19734,4,Y,Yes,18,3,4,80,0,18,1,2,5,1,1,0,₹4K–₹7K,4–5 years,36–45
31,No,Travel_Rarely,902,Sales,17,3,Medical,1,295,4,Male,67,1,2,Sales Representative,1,Single,4609,22992,2,Y,Yes,12,3,2,80,3,8,6,3,5,0,0,0,₹4K–₹7K,4–5 years,26–35
25,No,Travel_Rarely,503,Research & Development,7,1,Medical,1,296,3,Female,72,4,3,Laboratory Technician,3,Married,5845,19285,1,Y,No,23,3,2,80,2,10,4,2,4,2,0,0,₹4K–₹7K,4–5 years,18–25
29,No,Travel_Rarely,776,Research & Development,29,1,Technical Degree,1,297,2,Male,75,4,3,Research Scientist,3,Divorced,6124,24475,4,Y,No,24,3,3,80,0,8,5,4,6,2,2,2,₹4K–₹7K,6–10 years,26–35
22,No,Travel_Rarely,517,Research & Development,13,2,Medical,1,298,3,Male,71,3,1,Healthcare Representative,3,Married,2770,13477,2,Y,No,12,3,2,80,3,0,1,3,0,0,0,0,<₹4K,<2 years,18–25
28,No,Travel_Rarely,1204,Research & Development,6,4,Medical,1,299,1,Female,58,4,2,Research Scientist,3,Divorced,6882,19069,6,Y,No,12,3,3,80,0,9,5,1,9,7,2,6,₹4K–₹7K,6–10 years,26–35
36,No,Travel_Rarely,1186,Research & Development,15,4,Life Sciences,1,300,3,Female,77,4,3,Laboratory Technician,2,Single,7258,16012,5,Y,No,21,4,4,80,1,12,6,1,6,0,0,0,₹7K–₹12K,6–10 years,36–45
40,No,Travel_Rarely,623,Research & Development,4,3,Life Sciences,1,301,3,Male,84,4,3,Manager,2,Single,7791,25022,4,Y,No,11,3,1,80,1,16,6,4,16,6,4,4,₹7K–₹12K,10+ years,36–45
41,No,Travel_Rarely,361,Sales,4,2,Life Sciences,1,302,2,Male,32,4,2,Sales Representative,3,Single,7562,6438,3,Y,No,25,3,1,80,1,13,1,1,5,4,5,2,₹7K–₹12K,4–5 years,36–45
53,Yes,Travel_Rarely,1155,Research & Development,15,4,Life Sciences,1,303,4,Female,76,1,1,Laboratory Technician,3,Married,5989,21365,1,Y,No,13,3,4,80,1,21,4,2,10,5,2,1,₹4K–₹7K,6–10 years,46–60
18,No,Travel_Rarely,212,Research & Development,4,3,Life Sciences,1,304,1,Male,36,2,4,Research Director,1,Married,9532,3246,2,Y,No,17,4,4,80,1,7,0,4,2,0,2,0,₹7K–₹12K,2–3 years,18–25
40,No,Travel_Rarely,789,Research & Development,13,4,Medical,1,305,2,Male,67,3,3,Research Director,4,Single,8974,24097,1,Y,No,22,3,2,80,1,19,4,1,6,0,0,0,₹7K–₹12K,6–10 years,36–45
46,No,Travel_Rarely,973,Research & Development,16,4,Marketing,1,306,3,Female,60,1,5,Research Director,2,Married,13395,19861,3,Y,No,14,3,3,80,1,14,6,2,7,2,1,0,₹12K+,6–10 years,46–60
40,No,Travel_Frequently,176,Sales,4,3,Life Sciences,1,307,3,Male,92,3,5,Manager,3,Married,13079,13214,1,Y,Yes,24,4,1,80,1,19,0,3,11,2,4,1,₹12K+,10+ years,36–45
36,No,Travel_Rarely,1036,Sales,8,5,Life Sciences,1,308,4,Female,30,1,2,Sales Representative,4,Married,5986,24945,2,Y,No,17,3,3,80,1,0,6,1,0,0,0,0,₹4K–₹7K,<2 years,36–45
35,No,Travel_Rarely,583,Sales,5,5,Life Sciences,1,309,1,Male,95,2,3,Sales Representative,3,Married,8774,2890,3,Y,Yes,12,3,3,80,1,9,1,4,8,7,0,5,₹7K–₹12K,6–10 years,26–35
43,No,Travel_Rarely,669,Sales,8,1,Medical,1,310,4,Female,98,2,3,Sales Representative,2,Married,7748,5910,1,Y,No,18,4,3,80,2,14,2,3,9,5,3,2,₹7K–₹12K,6–10 years,36–45
33,No,Travel_Rarely,643,Human Resources,11,4,Technical Degree,1,311,1,Female,72,1,3,Manager,2,Married,7700,9311,5,Y,No,14,4,3,80,3,0,2,1,0,0,0,0,₹7K–₹12K,<2 years,26–35
46,No,Non-Travel,1186,Sales,18,5,Medical,1,312,3,Female,39,4,2,Sales Representative,2,Single,7652,21857,2,Y,No,19,3,4,80,3,11,6,2,4,2,1,2,₹7K–₹12K,4–5 years,46–60
35,No,Travel_Rarely,306,Sales,10,5,Medical,1,313,4,Female,97,1,3,Sales Executive,2,Married,7702,3309,2,Y,No,19,3,3,80,2,11,6,2,10,8,5,6,₹7K–₹12K,6–10 years,26–35
38,Yes,Travel_Frequently,276,Research & Development,14,5,Medical,1,314,3,Male,54,4,1,Laboratory Technician,4,Married,4608,10142,1,Y,Yes,13,3,3,80,3,8,5,2,8,0,0,0,₹4K–₹7K,6–10 years,36–45
44,No,Travel_Frequently,694,Research & Development,8,1,Life Sciences,1,315,4,Male,79,4,3,Manager,3,Married,8074,6288,4,Y,No,18,3,2,80,1,13,6,2,6,2,3,2,₹7K–₹12K,6–10 years,36–45
45,No,Travel_Rarely,1419,Research & Development,15,3,Life Sciences,1,316,2,Female,39,3,4,Manufacturing Director,4,Single,11348,14636,2,Y,Yes,13,4,1,80,2,15,0,1,15,7,11,6,₹7K–₹12K,10+ years,36–45
43,No,Travel_Rarely,1047,Research & Development,7,4,Life Sciences,1,317,2,Male,68,2,3,Manufacturing Director,4,Married,8583,5622,2,Y,No,19,3,1,80,3,8,5,3,8,6,6,5,₹7K–₹12K,6–10 years,36–45
50,No,Travel_Rarely,654,Research & Development,26,5,Medical,1,318,4,Female,38,4,5,Research Director,1,Single,12253,19373,2,Y,No,16,3,3,80,1,18,2,3,15,9,3,7,₹12K+,10+ years,46–60
36,No,Non-Travel,1439,Research & Development,16,4,Medical,1,319,4,Male,81,2,2,Healthcare Representative,3,Married,6338,18184,2,Y,Yes,18,4,1,80,3,11,6,2,11,9,5,9,₹4K–₹7K,10+ years,36–45
48,No,Travel_Rarely,785,Research & Development,7,3,Technical Degree,1,320,2,Female,45,4,5,Research Director,4,Single,11976,9178,3,Y,No,21,3,1,80,2,18,1,4,13,7,3,7,₹7K–₹12K,10+ years,46–60
23,No,Travel_Frequently,1182,Research & Development,3,4,Life Sciences,1,321,3,Female,73,3,2,Healthcare Representative,2,Married,5986,11168,1,Y,No,22,3,1,80,1,5,2,2,0,0,0,0,₹4K–₹7K,<2 years,18–25
42,No,Travel_Rarely,658,Research & Development,23,4,Life Sciences,1,322,4,Male,53,2,1,Healthcare Representative,3,Married,4541,12030,3,Y,No,19,3,4,80,1,15,2,2,13,8,8,4,₹4K–₹7K,10+ years,36–45
33,No,Travel_Rarely,240,Research & Development,9,5,Life Sciences,1,323,3,Male,31,3,3,Manufacturing Director,2,Married,8396,16209,5,Y,No,20,3,4,80,0,6,0,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
38,No,Non-Travel,690,Research & Development,14,2,Technical Degree,1,324,2,Female,90,4,3,Research Scientist,1,Single,8800,3446,3,Y,No,20,3,2,80,0,16,5,3,9,4,6,4,₹7K–₹12K,6–10 years,36–45
44,No,Travel_Rarely,517,Research & Development,9,4,Marketing,1,325,4,Male,87,1,1,Research Scientist,1,Divorced,5240,9377,2,Y,No,16,3,2,80,0,13,1,2,13,6,5,0,₹4K–₹7K,10+ years,36–45
35,Yes,Travel_Rarely,423,Research & Development,4,4,Life Sciences,1,326,4,Male,70,4,1,Manufacturing Director,3,Divorced,4733,22403,3,Y,Yes,24,3,4,80,1,9,2,3,3,0,0,0,₹4K–₹7K,2–3 years,26–35
24,No,Non-Travel,815,Sales,16,4,Life Sciences,1,327,4,Female,82,3,2,Sales Executive,3,Married,6177,7884,0,Y,No,15,3,4,80,3,4,3,1,0,0,0,0,₹4K–₹7K,<2 years,18–25
49,No,Travel_Rarely,1196,Research & Development,10,2,Medical,1,328,1,Female,82,1,3,Research Director,3,Married,10317,16097,1,Y,Yes,25,3,1,80,3,31,1,1,23,13,5,5,₹7K–₹12K,10+ years,46–60
40,No,Non-Travel,1331,Research & Development,12,5,Medical,1,329,2,Male,85,4,1,Research Scientist,2,Married,5000,7208,4,Y,Yes,15,3,3,80,3,5,0,3,5,5,0,4,₹4K–₹7K,4–5 years,36–45
37,No,Travel_Rarely,477,Research & Development,10,1,Life Sciences,1,330,4,Female,37,3,1,Laboratory Technician,1,Divorced,5215,2204,1,Y,Yes,18,3,3,80,0,10,2,3,0,0,0,0,₹4K–₹7K,<2 years,36–45
42,No,Travel_Rarely,947,Research & Development,23,2,Medical,1,331,2,Male,51,4,3,Healthcare Representative,1,Divorced,8009,10050,0,Y,No,17,4,2,80,2,16,4,2,9,3,2,2,₹7K–₹12K,6–10 years,36–45
27,No,Travel_Rarely,1020,Research & Development,8,4,Technical Degree,1,332,2,Male,62,4,3,Research Scientist,4,Divorced,7829,12386,2,Y,No,17,3,3,80,0,6,0,4,1,0,1,0,₹7K–₹12K,<2 years,26–35
41,No,Non-Travel,644,Research & Development,11,5,Life Sciences,1,333,2,Male,53,2,2,Healthcare Representative,4,Married,5630,25907,4,Y,Yes,16,3,1,80,2,17,4,2,11,7,3,4,₹4K–₹7K,10+ years,36–45
37,No,Travel_Rarely,1281,Research & Development,12,3,Medical,1,334,2,Male,57,4,5,Research Director,3,Married,12304,25564,4,Y,Yes,18,3,2,80,1,6,2,3,1,1,0,1,₹12K+,<2 years,36–45
40,Yes,Travel_Rarely,696,Sales,6,1,Marketing,1,335,3,Male,33,2,1,Sales Representative,1,Divorced,4252,9967,5,Y,No,19,3,1,80,2,15,3,2,14,12,4,7,₹4K–₹7K,10+ years,36–45
37,Yes,Travel_Rarely,274,Sales,4,2,Technical Degree,1,336,3,Male,35,1,2,Sales Executive,4,Married,7632,17350,4,Y,Yes,18,3,3,80,3,11,6,3,11,9,4,5,₹7K–₹12K,10+ years,36–45
37,No,Travel_Rarely,1157,Research & Development,8,1,Life Sciences,1,337,4,Male,74,1,3,Manufacturing Director,4,Divorced,7232,24234,1,Y,No,12,4,4,80,3,14,1,1,14,6,4,6,₹7K–₹12K,10+ years,36–45
44,No,Non-Travel,885,Research & Development,20,1,Medical,1,338,2,Male,92,3,4,Research Director,1,Married,11042,16118,3,Y,No,18,3,4,80,1,19,2,2,10,6,4,4,₹7K–₹12K,6–10 years,36–45
45,No,Travel_Rarely,146,Research & Development,7,3,Life Sciences,1,339,3,Female,58,3,3,Manufacturing Director,1,Married,8653,26457,3,Y,No,11,3,1,80,1,19,2,1,11,7,2,0,₹7K–₹12K,10+ years,36–45
50,No,Travel_Rarely,447,Research & Development,5,5,Technical Degree,1,340,4,Male,64,3,3,Manufacturing Director,3,Divorced,8931,21574,1,Y,Yes,23,4,2,80,3,13,6,1,10,5,5,5,₹7K–₹12K,6–10 years,46–60
28,No,Travel_Rarely,336,Research & Development,29,3,Life Sciences,1,341,3,Female,45,3,5,Manufacturing Director,1,Divorced,10762,24146,3,Y,Yes,20,3,3,80,1,9,1,2,9,5,4,4,₹7K–₹12K,6–10 years,26–35
21,No,Travel_Rarely,1486,Research & Development,7,4,Life Sciences,1,342,1,Male,64,3,1,Research Scientist,4,Single,2014,22657,1,Y,No,15,4,2,80,1,0,0,2,0,0,0,0,<₹4K,<2 years,18–25
39,No,Travel_Rarely,1142,Research & Development,7,4,Medical,1,343,3,Male,30,3,1,Laboratory Technician,4,Married,4133,8036,2,Y,No,17,3,2,80,2,10,2,3,2,1,2,0,₹4K–₹7K,2–3 years,36–45
51,No,Travel_Rarely,1126,Sales,11,2,Medical,1,344,3,Male,53,2,3,Sales Representative,4,Single,9381,21678,2,Y,No,18,3,2,80,0,16,4,4,5,3,1,3,₹7K–₹12K,4–5 years,46–60
34,No,Travel_Frequently,1062,Sales,29,1,Life Sciences,1,345,3,Female,51,1,1,Sales Executive,3,Married,6684,26552,1,Y,Yes,22,3,2,80,0,1,3,3,0,0,0,0,₹4K–₹7K,<2 years,26–35
28,No,Travel_Rarely,1027,Research & Development,3,3,Life Sciences,1,346,4,Male,57,3,5,Research Scientist,2,Married,10325,14871,5,Y,Yes,25,3,2,80,3,8,5,1,5,5,3,2,₹7K–₹12K,4–5 years,26–35
47,No,Travel_Rarely,904,Research & Development,3,2,Life Sciences,1,347,3,Male,78,3,4,Manufacturing Director,3,Divorced,10897,21783,0,Y,No,13,3,3,80,1,17,4,1,17,6,2,6,₹7K–₹12K,10+ years,46–60
38,No,Travel_Rarely,112,Research & Development,13,5,Medical,1,348,1,Male,43,3,4,Manager,2,Single,11093,22039,1,Y,Yes,20,3,4,80,1,6,0,3,5,2,3,1,₹7K–₹12K,4–5 years,36–45
33,Yes,Travel_Rarely,682,Research & Development,9,3,Life Sciences,1,349,3,Male,61,4,2,Healthcare Representative,4,Married,5728,5332,2,Y,No,23,4,4,80,0,10,2,3,9,3,3,1,₹4K–₹7K,6–10 years,26–35
48,No,Travel_Rarely,970,Research & Development,9,5,Marketing,1,350,4,Male,79,3,3,Manager,3,Single,8459,20544,1,Y,Yes,17,3,3,80,0,19,1,2,13,6,4,6,₹7K–₹12K,10+ years,46–60
40,No,Travel_Frequently,854,Research & Development,10,1,Life Sciences,1,351,4,Male,81,3,5,Manager,1,Divorced,13354,4985,2,Y,No,18,3,3,80,0,9,5,3,6,3,0,2,₹12K+,6–10 years,36–45
53,Yes,Travel_Rarely,178,Sales,13,1,Life Sciences,1,352,2,Male,48,2,3,Sales Executive,3,Married,8216,12535,3,Y,No,17,3,2,80,0,17,3,3,12,7,2,3,₹7K–₹12K,10+ years,46–60
28,No,Travel_Rarely,1226,Sales,8,1,Life Sciences,1,353,2,Female,54,4,2,Sales Executive,3,Married,5602,7566,1,Y,No,12,3,1,80,3,5,2,4,5,0,2,0,₹4K–₹7K,4–5 years,26–35
35,No,Travel_Rarely,1383,Research & Development,4,2,Medical,1,354,4,Male,99,4,1,Research Scientist,4,Married,4437,5075,1,Y,Yes,22,4,1,80,0,9,6,2,9,5,3,5,₹4K–₹7K,6–10 years,26–35
38,No,Travel_Frequently,1054,Sales,29,1,Marketing,1,355,1,Male,77,1,2,Sales Representative,2,Married,6420,14903,3,Y,No,13,3,3,80,3,10,0,1,6,1,2,1,₹4K–₹7K,6–10 years,36–45
48,No,Travel_Rarely,1490,Research & Development,11,4,Other,1,356,4,Female,36,1,3,Research Director,1,Single,8637,14503,4,Y,No,19,4,2,80,0,17,3,4,16,6,5,3,₹7K–₹12K,10+ years,46–60
41,No,Travel_Rarely,1031,Sales,19,4,Life Sciences,1,357,3,Male,50,1,5,Manager,3,Single,13119,10395,1,Y,No,19,3,3,80,1,17,6,2,14,8,3,7,₹12K+,10+ years,36–45
42,No,Travel_Rarely,849,Research & Development,5,1,Technical Degree,1,358,4,Male,60,3,3,Manager,2,Single,9094,24533,3,Y,No,23,3,2,80,0,13,0,3,13,8,5,6,₹7K–₹12K,10+ years,36–45
45,No,Travel_Rarely,301,Research & Development,29,3,Medical,1,359,1,Female,96,3,4,Research Scientist,1,Single,10524,21954,3,Y,No,12,3,3,80,2,16,5,3,8,2,3,2,₹7K–₹12K,6–10 years,36–45
51,No,Travel_Rarely,535,Research & Development,5,2,Marketing,1,360,1,Male,82,1,1,Research Scientist,2,Divorced,5565,11839,2,Y,No,19,3,2,80,3,19,3,4,13,3,6,3,₹4K–₹7K,10+ years,46–60
45,No,Travel_Rarely,571,Sales,19,5,Life Sciences,1,361,1,Male,46,1,5,Manager,1,Married,13448,17601,1,Y,No,19,3,2,80,2,14,4,1,6,6,0,4,₹12K+,6–10 years,36–45
28,No,Travel_Rarely,1120,Research & Development,5,2,Marketing,1,362,1,Male,39,2,3,Research Scientist,4,Married,9390,13728,1,Y,No,17,3,3,80,1,3,5,4,3,0,1,0,₹7K–₹12K,2–3 years,26–35
44,No,Travel_Rarely,681,Sales,19,2,Medical,1,363,4,Male,70,1,2,Manager,2,Divorced,7668,6098,4,Y,Yes,25,3,3,80,0,20,3,4,10,8,4,5,₹7K–₹12K,6–10 years,36–45
43,No,Travel_Rarely,456,Sales,20,3,Life Sciences,1,364,1,Female,63,4,3,Sales Executive,3,Married,9918,19651,6,Y,No,20,3,1,80,3,11,4,1,7,4,3,2,₹7K–₹12K,6–10 years,36–45
41,Yes,Travel_Rarely,822,Research & Development,12,4,Medical,1,365,2,Male,67,1,3,Research Scientist,2,Married,9183,8665,2,Y,Yes,24,3,3,80,2,6,0,4,6,2,0,1,₹7K–₹12K,6–10 years,36–45
35,No,Travel_Rarely,464,Sales,16,2,Life Sciences,1,366,2,Male,96,3,5,Manager,3,Single,11975,7159,3,Y,No,23,3,3,80,1,10,0,1,6,3,2,0,₹7K–₹12K,6–10 years,26–35
45,No,Non-Travel,1121,Sales,5,3,Life Sciences,1,367,3,Male,49,3,2,Sales Executive,2,Single,6708,21237,6,Y,No,11,3,4,80,3,13,3,1,9,4,5,4,₹4K–₹7K,6–10 years,36–45
19,No,Non-Travel,997,Sales,8,1,Life Sciences,1,368,2,Male,72,2,3,Sales Representative,3,Married,5703,7603,2,Y,No,22,3,2,80,3,6,6,1,3,0,3,0,₹4K–₹7K,2–3 years,18–25
42,No,Travel_Rarely,731,Sales,12,5,Life Sciences,1,369,4,Male,75,2,3,Sales Executive,3,Single,9585,12611,0,Y,Yes,18,3,1,80,2,12,5,4,11,7,3,7,₹7K–₹12K,10+ years,36–45
18,No,Travel_Frequently,1176,Research & Development,11,3,Technical Degree,1,370,3,Female,87,4,3,Healthcare Representative,1,Married,7113,20402,1,Y,Yes,17,3,1,80,3,2,0,4,2,0,2,0,₹7K–₹12K,2–3 years,18–25
53,No,Travel_Rarely,874,Research & Development,26,3,Medical,1,371,1,Male,38,4,3,Laboratory Technician,2,Married,10251,7654,0,Y,No,20,3,4,80,2,23,2,1,17,4,2,0,₹7K–₹12K,10+ years,46–60
18,No,Travel_Rarely,657,Research & Development,15,2,Life Sciences,1,372,4,Female,77,2,4,Manufacturing Director,2,Single,9759,4725,3,Y,No,16,4,3,80,2,0,2,2,0,0,0,0,₹7K–₹12K,<2 years,18–25
42,No,Travel_Rarely,273,Research & Development,9,1,Life Sciences,1,373,2,Female,57,3,3,Healthcare Representative,1,Married,6848,5178,2,Y,Yes,18,4,1,80,1,23,1,3,18,6,2,5,₹4K–₹7K,10+ years,36–45
43,No,Travel_Rarely,1447,Sales,8,1,Marketing,1,374,1,Male,64,1,3,Sales Representative,4,Single,9248,10365,2,Y,No,23,3,4,80,3,5,3,2,0,0,0,0,₹7K–₹12K,<2 years,36–45
52,No,Travel_Frequently,1427,Research & Development,4,5,Medical,1,375,2,Male,41,3,3,Manager,2,Single,10229,14300,1,Y,Yes,23,3,4,80,0,20,3,3,9,8,1,6,₹7K–₹12K,6–10 years,46–60
26,No,Travel_Frequently,537,Research & Development,11,4,Life Sciences,1,376,1,Male,39,4,2,Laboratory Technician,2,Divorced,7506,22371,4,Y,No,16,3,4,80,1,7,5,2,2,2,0,1,₹7K–₹12K,2–3 years,26–35
32,No,Travel_Rarely,787,Research & Development,22,4,Medical,1,377,2,Male,77,3,1,Laboratory Technician,1,Married,3767,19453,1,Y,Yes,25,3,3,80,0,13,5,1,13,5,6,4,<₹4K,10+ years,26–35
47,No,Travel_Frequently,706,Research & Development,3,1,Technical Degree,1,378,2,Male,34,1,4,Laboratory Technician,3,Married,9519,19812,2,Y,No,23,3,3,80,2,15,3,1,15,10,5,7,₹7K–₹12K,10+ years,46–60
35,No,Travel_Frequently,1109,Research & Development,23,2,Life Sciences,1,379,2,Female,34,3,3,Research Director,2,Married,8528,17578,4,Y,No,17,3,1,80,3,9,0,1,1,1,1,1,₹7K–₹12K,<2 years,26–35
45,No,Travel_Rarely,555,Research & Development,16,3,Life Sciences,1,380,1,Female,33,4,2,Research Scientist,1,Married,7807,16558,0,Y,Yes,14,3,4,80,2,15,2,2,9,8,3,6,₹7K–₹12K,6–10 years,36–45
38,No,Travel_Rarely,768,Research & Development,4,5,Life Sciences,1,381,4,Female,81,2,5,Manager,1,Married,14607,26356,3,Y,No,19,4,3,80,3,14,2,4,14,10,6,6,₹12K+,10+ years,36–45
29,No,Non-Travel,756,Research & Development,21,5,Medical,1,382,2,Male,78,2,3,Manufacturing Director,4,Divorced,6956,9983,4,Y,No,22,3,1,80,0,5,0,2,0,0,0,0,₹4K–₹7K,<2 years,26–35
32,Yes,Travel_Rarely,950,Research & Development,18,5,Medical,1,383,1,Male,87,3,5,Research Director,3,Married,11099,3125,3,Y,No,15,3,4,80,1,9,0,1,4,4,2,0,₹7K–₹12K,4–5 years,26–35
42,Yes,Travel_Rarely,707,Sales,6,1,Life Sciences,1,384,4,Male,74,4,4,Manager,1,Single,9872,26388,2,Y,No,11,4,2,80,0,14,2,4,14,4,4,1,₹7K–₹12K,10+ years,36–45
38,No,Travel_Rarely,369,Sales,16,4,Life Sciences,1,385,2,Female,89,3,5,Sales Representative,3,Divorced,10507,25690,2,Y,No,17,3,4,80,0,19,6,4,10,2,6,0,₹7K–₹12K,6–10 years,36–45
23,No,Travel_Rarely,1447,Research & Development,10,2,Life Sciences,1,386,3,Female,57,1,3,Research Scientist,2,Married,7055,26350,1,Y,Yes,17,3,4,80,1,3,1,4,3,1,2,1,₹7K–₹12K,2–3 years,18–25
46,No,Travel_Frequently,809,Research & Development,6,1,Life Sciences,1,387,3,Female,86,1,3,Manufacturing Director,2,Married,8111,15798,2,Y,No,19,3,4,80,2,13,5,3,9,2,3,1,₹7K–₹12K,6–10 years,46–60
38,No,Non-Travel,766,Sales,7,5,Medical,1,388,4,Male,40,3,1,Sales Executive,3,Married,6144,12899,0,Y,Yes,13,3,4,80,2,22,5,2,14,3,3,1,₹4K–₹7K,10+ years,36–45
37,No,Travel_Rarely,613,Research & Development,11,1,Medical,1,389,3,Male,74,3,1,Laboratory Technician,4,Divorced,5449,4322,2,Y,No,12,3,4,80,0,10,2,1,7,6,0,6,₹4K–₹7K,6–10 years,36–45
